
  ⟡ skillreaper — evidence-based pruning for your agent stack

  window:  last 30 days · 34 sessions

  ╔════════════════════════════════════════════════════════════════════╗
  ║  371 items never used · ~22720 dead tokens/session · ~$2.32/month  ║
  ╚════════════════════════════════════════════════════════════════════╝
  a floor, not a total: 11 unused items (MCP servers, hooks) carry weight that was never measured

  ⟡ utilization 1%  —  7/378 items fired · ~278/22998 tok touched (30d)

  ── SKILLS (description injected every session) ────────────────────────────────────────────────────────────
      ▸ reap  292 items · ~21415 tok/session
NAME                  TOK          SRC  PERM  USES  LAST   JUDGMENT
invoice-migrator      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
ledger-inspector      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
ledger-migrator       ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
manifest-builder      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
manifest-checker      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
playlist-builder      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
playlist-checker      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
receipt-builder       ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
receipt-checker       ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
receipt-inspector     ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
receipt-migrator      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
report-inspector      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
report-migrator       ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
roster-inspector      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
roster-migrator       ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
schema-inspector      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
schema-migrator       ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
sitemap-builder       ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
sitemap-checker       ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
sitemap-inspector     ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
sitemap-migrator      ~19   ▰▰▰▰▱  own  all   0     never  REAP · unused
ledger-builder        ~18   ▰▰▰▰▱  own  all   0     never  REAP · unused
ledger-checker        ~18   ▰▰▰▰▱  own  all   0     never  REAP · unused
report-builder        ~18   ▰▰▰▰▱  own  all   0     never  REAP · unused
report-checker        ~18   ▰▰▰▰▱  own  all   0     never  REAP · unused
roster-builder        ~18   ▰▰▰▰▱  own  all   0     never  REAP · unused
roster-checker        ~18   ▰▰▰▰▱  own  all   0     never  REAP · unused
schema-builder        ~18   ▰▰▰▰▱  own  all   0     never  REAP · unused
schema-checker        ~18   ▰▰▰▰▱  own  all   0     never  REAP · unused

  ── 1 warning ──
    /tmp/skillreaper-fixture: the oldest transcript on disk is 28 days old and cleanupPeriodDays is not set, so Claude C
ode's default of 30 days applies, so the retention sweep is deleting evidence about as fast as it accumulates. Anything 
used less often than that is invisible here, not merely cold. Raise cleanupPeriodDays in settings.json to keep more hist
ory.

  ▸ reap prune  — 371 items · ~22720 tok/session reclaimed
  ▸ reap mute  — audit-invoice, audit-dataset (~102 tok total)

  All estimates use chars/3.7 ≈ tokens. Prune is reversible: reap restore --all

  ⟡ skillreaper · github.com/thousandflowers/skillreaper

